p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,specificity
2.5312270745369135e-244,-0.9354359603880761,0.585,0.898,5.509975095851953e-240,0,Fgf14,-0.6093875688496931
1.3289325982130114e-243,0.9128672149177921,0.938,0.798,2.8928204797900833e-239,0,Cst3,1.0730193578858256
9.942265670044087e-237,-1.9404822450136567,0.192,0.591,2.164232391055197e-232,0,Nrg3os,-0.6304104755374317
1.0498590417664083e-234,0.905469720803773,0.927,0.799,2.285333162117118e-230,0,Apoe,1.0505261967272812
8.306736778333545e-232,-1.7233827180928283,0.613,0.835,1.8082104619076462e-227,0,Kcnip4,-1.2651899475340165
8.684462003577332e-222,-0.9587851300242443,0.612,0.886,1.8904336889387138e-217,0,Nrg3,-0.6622759588880783
1.1462478072286888e-221,0.9267023785240803,0.9,0.733,2.4951522267754097e-217,0,Cox4i1,1.137833752621654
5.087991342801952e-220,0.9500913586816313,0.915,0.804,1.107553955501129e-215,0,Cmss1,1.0812606880518565
1.1368440935634584e-218,-1.8792547977792042,0.215,0.589,2.4746822228689362e-214,0,Gm20642,-0.6859758599703377
7.878469787585536e-217,-0.7826408940205543,0.736,0.938,1.7149853033616194e-212,0,Nrxn1,-0.614097759060904
1.6221055485989813e-209,-1.0141759174699185,0.555,0.848,3.5309993581902626e-205,0,Nlgn1,-0.6637590025893925
2.3974300418517915e-209,0.9715757765744215,0.863,0.671,5.21872571510298e-205,0,Rpl13,1.249582556160545
2.3698766733828934e-205,1.0019087061895613,0.844,0.618,5.158747542619883e-201,0,Rplp1,1.3683025048931872
4.989916854171176e-204,-0.902099677431253,0.562,0.871,1.0862051008159816e-199,0,Fam155a,-0.5820666116146547
1.359003447033941e-203,-1.1538382119321275,0.374,0.74,2.9582787035034823e-199,0,Ccser1,-0.583156069273805
3.144491376718601e-203,-1.01986005928367,0.76,0.887,6.84492882884105e-199,0,Nrxn3,-0.8738372548541028
1.1414049017912813e-202,-0.9534532302946576,0.513,0.833,2.4846101902192612e-198,0,Adgrb3,-0.587180680841728
8.978110204852265e-199,-1.1674754204618052,0.324,0.702,1.954355029392241e-194,0,Ptprn2,-0.5388348094439102
7.237776992119611e-198,-1.6398796470282757,0.272,0.624,1.575519295644597e-193,0,Ctnna3,-0.7148193333200177
